epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,464.537,0.49947,0.45635,1.1034,0.86845,0.86577,0.92982,0.72271,0.87346,0.61139,1.67363,0.0004357,0.0004357,0.0004357
59,471.827,0.49151,0.44395,1.10146,0.81075,0.85441,0.88971,0.68467,0.86359,0.71844,1.66353,0.0004258,0.0004258,0.0004258
60,479.14,0.49212,0.42765,1.10196,0.88736,0.86224,0.91824,0.72271,0.85505,0.60353,1.61951,0.0004159,0.0004159,0.0004159
61,486.468,0.49906,0.43353,1.09979,0.92634,0.86327,0.93052,0.72759,0.88932,0.59328,1.69552,0.000406,0.000406,0.000406
62,493.766,0.47588,0.42538,1.08706,0.90658,0.84806,0.91362,0.71744,0.86913,0.65287,1.64225,0.0003961,0.0003961,0.0003961
63,501.029,0.48361,0.43024,1.09335,0.92913,0.84449,0.92331,0.70707,0.90104,0.63184,1.71206,0.0003862,0.0003862,0.0003862
64,508.36,0.46695,0.40994,1.09853,0.8997,0.89036,0.94353,0.72504,0.91255,0.58795,1.71346,0.0003763,0.0003763,0.0003763
65,515.743,0.47488,0.42847,1.09114,0.86735,0.89885,0.94048,0.72789,0.86928,0.59023,1.6687,0.0003664,0.0003664,0.0003664
66,523.034,0.47876,0.42007,1.08455,0.92198,0.8868,0.93509,0.73061,0.8889,0.5787,1.65533,0.0003565,0.0003565,0.0003565
67,530.256,0.46413,0.40019,1.07142,0.87622,0.88464,0.93294,0.7304,0.87466,0.59506,1.64639,0.0003466,0.0003466,0.0003466
68,537.549,0.47141,0.41706,1.08836,0.9031,0.89247,0.94167,0.73733,0.88472,0.58766,1.67159,0.0003367,0.0003367,0.0003367
69,544.831,0.46096,0.39787,1.09005,0.90601,0.90372,0.94018,0.73805,0.87224,0.56706,1.64209,0.0003268,0.0003268,0.0003268
70,552.099,0.47016,0.38917,1.08136,0.89213,0.87502,0.92951,0.73013,0.87453,0.55983,1.67133,0.0003169,0.0003169,0.0003169
71,559.343,0.46614,0.38749,1.07681,0.87348,0.8803,0.91795,0.70566,0.8932,0.60875,1.6911,0.000307,0.000307,0.000307
72,566.607,0.46593,0.40317,1.08345,0.91485,0.8672,0.92409,0.72519,0.87163,0.59217,1.65768,0.0002971,0.0002971,0.0002971
73,573.875,0.46694,0.39084,1.08234,0.9072,0.87588,0.93821,0.72374,0.87569,0.54877,1.67087,0.0002872,0.0002872,0.0002872
74,581.162,0.45351,0.39161,1.06933,0.88991,0.86144,0.91871,0.71281,0.86841,0.59227,1.68117,0.0002773,0.0002773,0.0002773
75,588.411,0.45236,0.39631,1.07261,0.91223,0.8679,0.93772,0.74679,0.83151,0.54074,1.6119,0.0002674,0.0002674,0.0002674
76,595.728,0.44135,0.37168,1.05258,0.93477,0.85579,0.93709,0.72903,0.87747,0.55552,1.66098,0.0002575,0.0002575,0.0002575
77,603.058,0.43716,0.35999,1.06584,0.90497,0.89146,0.94009,0.7336,0.85516,0.56439,1.66739,0.0002476,0.0002476,0.0002476
78,610.406,0.44712,0.38335,1.06971,0.92724,0.85893,0.93409,0.72617,0.8702,0.55648,1.65409,0.0002377,0.0002377,0.0002377
79,617.715,0.43498,0.38926,1.05565,0.9258,0.87529,0.93383,0.73533,0.86271,0.59724,1.65838,0.0002278,0.0002278,0.0002278
80,625.057,0.43453,0.36764,1.05957,0.90047,0.89484,0.93682,0.73161,0.84752,0.58022,1.6374,0.0002179,0.0002179,0.0002179
81,632.388,0.43746,0.36946,1.06398,0.94005,0.87852,0.94236,0.72983,0.85801,0.55164,1.68126,0.000208,0.000208,0.000208
82,639.747,0.42944,0.36637,1.06018,0.89535,0.89255,0.93438,0.7277,0.85019,0.55428,1.64728,0.0001981,0.0001981,0.0001981
83,647.092,0.43166,0.36897,1.05722,0.90718,0.92736,0.93855,0.72077,0.88139,0.55023,1.69345,0.0001882,0.0001882,0.0001882
84,654.407,0.41946,0.36112,1.05101,0.93945,0.88659,0.94558,0.73772,0.85327,0.53354,1.65293,0.0001783,0.0001783,0.0001783
85,661.765,0.41301,0.3565,1.03746,0.92172,0.88011,0.94172,0.74094,0.85332,0.54154,1.67107,0.0001684,0.0001684,0.0001684
86,669.089,0.40968,0.34309,1.04358,0.90005,0.9037,0.93734,0.73166,0.85979,0.55058,1.68117,0.0001585,0.0001585,0.0001585
87,676.363,0.40865,0.33806,1.04437,0.93474,0.88277,0.94406,0.74007,0.87268,0.52452,1.69697,0.0001486,0.0001486,0.0001486
88,683.675,0.41818,0.35303,1.03691,0.90064,0.90102,0.94614,0.7348,0.86377,0.53656,1.7045,0.0001387,0.0001387,0.0001387
89,690.965,0.40615,0.35074,1.03856,0.92999,0.90481,0.95483,0.7453,0.86094,0.52891,1.6638,0.0001288,0.0001288,0.0001288
90,698.297,0.40747,0.34512,1.04341,0.91008,0.9081,0.95865,0.74006,0.87229,0.53034,1.69312,0.0001189,0.0001189,0.0001189
91,707.028,0.32968,0.28047,1.04305,0.9137,0.85336,0.93085,0.72606,0.8986,0.58084,1.78266,0.000109,0.000109,0.000109
92,714.32,0.30468,0.21992,1.01522,0.86272,0.90051,0.92788,0.72261,0.8909,0.58599,1.7751,9.91e-05,9.91e-05,9.91e-05
93,721.568,0.2949,0.20824,1.00637,0.89023,0.90287,0.94653,0.72731,0.89048,0.55693,1.77051,8.92e-05,8.92e-05,8.92e-05
94,728.926,0.28908,0.20577,0.99914,0.89435,0.89835,0.9466,0.72834,0.88919,0.54801,1.78342,7.93e-05,7.93e-05,7.93e-05
95,736.216,0.28636,0.20514,1.00063,0.91392,0.90019,0.94746,0.73678,0.86752,0.52297,1.73639,6.94e-05,6.94e-05,6.94e-05
