epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,675.056,0.74371,1.32536,1.1769,0.92064,0.8929,0.94693,0.79704,0.7921,1.00569,1.18417,0.000832349,0.000832349,0.000832349
29,696.335,0.73563,1.31056,1.17329,0.92494,0.88887,0.95079,0.79572,0.84497,0.97703,1.21619,0.000820525,0.000820525,0.000820525
30,717.645,0.74111,1.34411,1.17401,0.94622,0.90763,0.96355,0.80966,0.81865,0.8924,1.19855,0.000808389,0.000808389,0.000808389
31,739.2,0.74775,1.31296,1.18239,0.90893,0.91375,0.95902,0.81441,0.778,0.88241,1.16822,0.000795954,0.000795954,0.000795954
32,760.483,0.73061,1.25984,1.16315,0.8967,0.90853,0.95237,0.80209,0.80878,0.9484,1.19553,0.000783231,0.000783231,0.000783231
33,781.695,0.73415,1.29001,1.16885,0.92058,0.9021,0.95623,0.80924,0.76662,0.93521,1.15682,0.000770234,0.000770234,0.000770234
34,803.314,0.74392,1.29246,1.17373,0.92326,0.89958,0.95082,0.81314,0.78632,0.90254,1.17272,0.000756976,0.000756976,0.000756976
35,824.425,0.72766,1.2508,1.16603,0.92708,0.90103,0.95766,0.81634,0.77761,0.91913,1.17454,0.000743468,0.000743468,0.000743468
36,845.972,0.7192,1.26242,1.16447,0.92571,0.88474,0.95601,0.81393,0.7778,0.9334,1.17014,0.000729725,0.000729725,0.000729725
37,867.302,0.73585,1.25797,1.16725,0.91874,0.90918,0.96303,0.82203,0.78802,0.89265,1.16242,0.000715761,0.000715761,0.000715761
38,888.687,0.7145,1.23223,1.15893,0.92894,0.91122,0.96326,0.82538,0.75937,0.87921,1.15102,0.000701588,0.000701588,0.000701588
39,910.906,0.71415,1.24439,1.15629,0.9171,0.89688,0.95359,0.80859,0.80072,0.90918,1.17266,0.000687222,0.000687222,0.000687222
40,934.105,0.71858,1.22732,1.16027,0.91337,0.9122,0.95587,0.80929,0.81032,0.89358,1.20045,0.000672675,0.000672675,0.000672675
41,955.651,0.70197,1.20231,1.15357,0.89174,0.9141,0.95025,0.80666,0.78665,0.94622,1.17694,0.000657963,0.000657963,0.000657963
42,976.912,0.70864,1.22787,1.15671,0.92693,0.9102,0.9577,0.81507,0.78308,0.88456,1.16748,0.000643101,0.000643101,0.000643101
43,997.935,0.70648,1.18472,1.15675,0.91779,0.90819,0.95431,0.82084,0.75919,0.89308,1.15584,0.000628101,0.000628101,0.000628101
44,1019.3,0.69689,1.15716,1.15018,0.91938,0.9112,0.96056,0.81535,0.78857,0.91566,1.17121,0.000612981,0.000612981,0.000612981
45,1040.43,0.70233,1.18745,1.15179,0.92467,0.9033,0.95288,0.81699,0.78186,0.91937,1.16797,0.000597754,0.000597754,0.000597754
46,1061.59,0.69745,1.18083,1.14879,0.92664,0.91866,0.96014,0.82041,0.76265,0.86349,1.15852,0.000582435,0.000582435,0.000582435
47,1082.72,0.69877,1.18731,1.15252,0.93098,0.92554,0.95342,0.80314,0.78981,0.88281,1.16952,0.00056704,0.00056704,0.00056704
48,1103.9,0.68056,1.16261,1.14264,0.91086,0.92702,0.95594,0.81249,0.77798,0.8853,1.15835,0.000551584,0.000551584,0.000551584
49,1125.21,0.69784,1.17424,1.14967,0.93665,0.90529,0.95502,0.81454,0.80991,0.92595,1.20534,0.000536081,0.000536081,0.000536081
50,1146.41,0.68637,1.15156,1.14542,0.93368,0.9183,0.95426,0.80636,0.8005,0.89286,1.18987,0.000520548,0.000520548,0.000520548
51,1167.71,0.66972,1.12153,1.1342,0.94303,0.91775,0.96257,0.82878,0.75638,0.84476,1.14958,0.000505,0.000505,0.000505
52,1188.81,0.67003,1.13252,1.13259,0.92618,0.91252,0.95926,0.82298,0.76629,0.85857,1.15705,0.000489452,0.000489452,0.000489452
53,1209.87,0.68862,1.13828,1.14657,0.92781,0.91236,0.95869,0.82106,0.782,0.87324,1.16907,0.000473919,0.000473919,0.000473919
54,1231.15,0.68412,1.14527,1.14184,0.92807,0.92273,0.9608,0.82185,0.77771,0.86783,1.17427,0.000458416,0.000458416,0.000458416
55,1252.44,0.68141,1.13874,1.14146,0.91525,0.92623,0.95494,0.81724,0.77763,0.87772,1.15908,0.00044296,0.00044296,0.00044296
56,1273.79,0.6734,1.09155,1.13537,0.91134,0.91496,0.95599,0.8164,0.77308,0.87369,1.16129,0.000427565,0.000427565,0.000427565
57,1294.87,0.67323,1.11471,1.13226,0.92987,0.91253,0.96008,0.81824,0.77048,0.86284,1.15518,0.000412246,0.000412246,0.000412246
58,1316.12,0.67707,1.10106,1.14082,0.93176,0.92026,0.95468,0.81804,0.76872,0.84989,1.16272,0.000397019,0.000397019,0.000397019
59,1337.5,0.65403,1.07305,1.12586,0.92776,0.92184,0.95422,0.81751,0.77575,0.85272,1.15686,0.000381899,0.000381899,0.000381899
60,1358.73,0.6685,1.09766,1.13139,0.93029,0.91062,0.95778,0.82017,0.76718,0.84472,1.15823,0.000366899,0.000366899,0.000366899
61,1380.24,0.66456,1.07404,1.1331,0.9415,0.91073,0.9582,0.8182,0.78277,0.84096,1.16621,0.000352037,0.000352037,0.000352037
62,1401.58,0.66685,1.08317,1.13103,0.92464,0.92731,0.96105,0.82559,0.76874,0.81451,1.15158,0.000337325,0.000337325,0.000337325
63,1422.79,0.665,1.09815,1.12917,0.92773,0.91361,0.95683,0.81979,0.76755,0.83865,1.15771,0.000322778,0.000322778,0.000322778
64,1444.09,0.64138,1.05002,1.11869,0.93969,0.92127,0.96337,0.82919,0.7741,0.81334,1.15217,0.000308412,0.000308412,0.000308412
65,1465.15,0.65022,1.05848,1.12128,0.92413,0.92543,0.9602,0.82801,0.76205,0.82262,1.14215,0.000294239,0.000294239,0.000294239
66,1486.36,0.65895,1.08053,1.12788,0.9346,0.90931,0.95875,0.82071,0.76015,0.83915,1.14869,0.000280275,0.000280275,0.000280275
67,1510.9,0.64756,1.05936,1.12403,0.92763,0.92618,0.96064,0.82457,0.7525,0.83233,1.14664,0.000266532,0.000266532,0.000266532
68,1533.55,0.65475,1.06342,1.1263,0.94313,0.903,0.95565,0.82043,0.76332,0.82347,1.15693,0.000253024,0.000253024,0.000253024
69,1555.09,0.64199,1.03307,1.11649,0.93643,0.92017,0.95734,0.82684,0.76034,0.81506,1.15769,0.000239766,0.000239766,0.000239766
70,1576.22,0.63921,1.02755,1.11897,0.93493,0.91425,0.95837,0.82715,0.76155,0.83333,1.15753,0.000226769,0.000226769,0.000226769
71,1597.65,0.63522,1.0217,1.11475,0.92836,0.93063,0.95825,0.82712,0.75133,0.8188,1.15285,0.000214046,0.000214046,0.000214046
72,1618.89,0.64231,1.00364,1.11607,0.93855,0.92365,0.95819,0.82897,0.74509,0.81615,1.1408,0.000201611,0.000201611,0.000201611
73,1640.08,0.62612,1.01307,1.10962,0.93551,0.92574,0.95898,0.83044,0.74742,0.81311,1.1459,0.000189475,0.000189475,0.000189475
74,1661.36,0.62841,1.00893,1.11151,0.93816,0.91858,0.95701,0.82507,0.7614,0.81877,1.15463,0.000177651,0.000177651,0.000177651
75,1682.6,0.62286,0.99793,1.11068,0.93057,0.92666,0.95713,0.82668,0.74757,0.82376,1.14695,0.000166149,0.000166149,0.000166149
76,1704,0.62079,1.00181,1.10567,0.9337,0.92878,0.95836,0.82602,0.75259,0.80204,1.14754,0.000154982,0.000154982,0.000154982
77,1725.06,0.62976,1.0154,1.11585,0.94383,0.91895,0.95866,0.82786,0.74523,0.8109,1.13953,0.000144161,0.000144161,0.000144161
78,1746.27,0.61727,0.99801,1.10683,0.92564,0.93266,0.95798,0.82853,0.74495,0.81949,1.14053,0.000133695,0.000133695,0.000133695
79,1767.74,0.62915,1.00762,1.11125,0.93762,0.92724,0.95732,0.82596,0.74867,0.81896,1.14428,0.000123596,0.000123596,0.000123596
80,1789.08,0.61526,0.97455,1.10451,0.92426,0.93361,0.9564,0.82591,0.7514,0.80918,1.14274,0.000113873,0.000113873,0.000113873
81,1810.45,0.6124,0.99858,1.10442,0.94307,0.92299,0.95699,0.8263,0.7551,0.81404,1.15,0.000104537,0.000104537,0.000104537
82,1831.65,0.62327,0.98606,1.11129,0.93875,0.91932,0.95738,0.82879,0.75013,0.81963,1.14384,9.55951e-05,9.55951e-05,9.55951e-05
83,1853.06,0.61924,0.9762,1.10885,0.94087,0.92103,0.95603,0.82741,0.7513,0.8245,1.14701,8.70577e-05,8.70577e-05,8.70577e-05
84,1874.33,0.61492,0.97814,1.10767,0.92972,0.92393,0.95666,0.82744,0.74998,0.82028,1.14776,7.89327e-05,7.89327e-05,7.89327e-05
85,1895.46,0.61349,0.96352,1.10336,0.93171,0.92116,0.95797,0.82928,0.75188,0.8155,1.1491,7.12282e-05,7.12282e-05,7.12282e-05
86,1927.05,0.41007,0.49038,1.03351,0.92869,0.92103,0.95643,0.82148,0.76165,0.84727,1.17057,6.39518e-05,6.39518e-05,6.39518e-05
87,1947.49,0.39495,0.41371,1.02381,0.9264,0.91816,0.95782,0.82847,0.75082,0.84532,1.15721,5.71106e-05,5.71106e-05,5.71106e-05
88,1967.98,0.39012,0.40633,1.02025,0.92857,0.9267,0.95814,0.82838,0.74576,0.8307,1.15035,5.07115e-05,5.07115e-05,5.07115e-05
89,1988.17,0.38534,0.39974,1.01848,0.93103,0.92329,0.95908,0.82715,0.75495,0.82209,1.15955,4.47606e-05,4.47606e-05,4.47606e-05
90,2008.46,0.3812,0.39142,1.01632,0.92343,0.9212,0.95753,0.82653,0.75895,0.83238,1.16302,3.9264e-05,3.9264e-05,3.9264e-05
91,2029.01,0.38586,0.39041,1.01154,0.93214,0.92042,0.95812,0.82603,0.76274,0.8271,1.16242,3.4227e-05,3.4227e-05,3.4227e-05
92,2049.38,0.37534,0.38183,1.0079,0.93585,0.91732,0.9584,0.82759,0.75767,0.82908,1.16049,2.96546e-05,2.96546e-05,2.96546e-05
93,2071.43,0.3761,0.37731,1.00663,0.93456,0.92294,0.95829,0.82922,0.75609,0.82845,1.15942,2.55513e-05,2.55513e-05,2.55513e-05
